Unnamed: 0,file_name,ground_truth,StutterType
11026,8108-274318-0012,and directly afterwards the doctor's own distress became intolerably acute he had made a half movement forward to come to the rescue when a veil that was denser than mere fog seemed to drop down over the scene draping room,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11027,8108-274318-0013,walls animals and fire in a mist of darkness and folding also about his own mind other forms moved silently across the field of vision forms that he recognised from previous experiments and welcomed not,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11028,8108-274318-0014,unholy thoughts began to crowd into his brain sinister suggestions of evil presented themselves seductively ice seemed to settle about his heart and his mind trembled he began to lose memory,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11029,8108-274318-0015,memory of his identity of where he was of what he ought to do the very foundations of his strength were shaken,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11030,8108-274318-0016,and it was then that the room filled with this horde of cats all dark as the night all silent all with lamping eyes of green fire the dimensions of the place altered and shifted he was in a much larger space,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11031,8108-274318-0017,the whining of the dog sounded far away and all about him the cats flew busily to and fro silently playing their tearing rushing game of evil weaving the pattern of their dark purpose upon the floor,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11032,8108-274318-0018,he strove hard to collect himself and remember the words of power he had made use of before in similar dread positions where his dangerous practice had sometimes led but he could recall nothing consecutively,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11033,8108-274318-0019,a mist lay over his mind and memory he felt dazed and his forces scattered the deeps within were too troubled for healing power to come out of them it was glamour of course he realised afterwards,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11034,8108-274318-0020,the strong glamour thrown upon his imagination by some powerful personality behind the veil but at the time he was not sufficiently aware of this and as with all true glamour was unable to grasp,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11035,8108-274318-0021,behind him like wind booming and tearing its way down the windows rattled the candle flickered and went out the glacial atmosphere closed round him with the cold of death and a great rushing sound swept by overhead,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11036,8108-274318-0022,something from the region of utter cold was upon him and then quite suddenly through the confused mists about him there slowly rose up the personality that had been all the time directing the battle some force entered his being,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11037,8108-274318-0023,that shook him as the tempest shakes a leaf and close against his eyes clean level with his face he found himself staring into the wreck of a vast dark countenance a countenance that was terrible even in its ruin,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11038,8108-274318-0024,and the mark of spiritual evil was branded everywhere upon its broken features eyes face and hair rose level with his own,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11039,8108-274318-0025,he never could properly measure or determine these two a man and a woman looked straight into each other's visages and down into each other's hearts and john silence the soul with the good unselfish motive,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11040,8108-274318-0026,held his own against the dark discarnate woman whose motive was pure evil and whose soul was on the side of the dark powers it was the climax that touched the depth of power within him and began to restore him slowly to his own,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11041,8108-274318-0027,he was conscious of course of effort and yet it seemed no superhuman one for he had recognised the character of his opponent's power and he called upon the good within him to meet and overcome it,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11042,8108-274318-0028,the inner forces stirred and trembled in response to his call they did not at first come readily as was their habit for under the spell of glamour they had already been diabolically lulled into inactivity but come they eventually did,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11043,8108-274318-0029,and power and confidence came with them he began to breathe deeply and regularly and at the same time to absorb into himself the forces opposed to him and to turn them to his own account,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11044,8108-274318-0030,by ceasing to resist and allowing the deadly stream to pour into him unopposed he used the very power supplied by his adversary and thus enormously increased his own for this spiritual alchemy he had learned he understood that force,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11045,8108-274318-0031,ultimately is everywhere one and the same it is the motive behind that makes it good or evil and his motive was entirely unselfish he knew provided he was not first robbed of self control,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11046,8108-274318-0032,how vicariously to absorb these evil radiations into himself and change them magically into his own good purposes and since his motive was pure and his soul fearless they could not work him harm,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11047,8108-274318-0033,thus he stood in the main stream of evil unwittingly attracted by pender deflecting its course upon himself and after passing through the purifying filter of his own unselfishness these energies could only add to his store of experience of knowledge,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11048,8108-274318-0034,and therefore of power and as his self control returned to him he gradually accomplished this purpose even though trembling while he did so yet the struggle was severe and in spite of the freezing chill of the air,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11049,8108-274318-0035,the perspiration poured down his face then by slow degrees the dark and dreadful countenance faded the glamour passed from his soul the normal proportions returned to walls and ceiling the forms melted back into the fog,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11050,8108-274318-0036,and the whirl of rushing shadow cats disappeared whence they came and with the return of the consciousness of his own identity john silence was restored to the full control of his own will power in a deep modulated voice,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11051,8108-274318-0037,he made certain sigils gestures and movements at the same time for several minutes he continued to utter these words until at length the growing volume dominated the whole room and mastered the manifestation of all that opposed it,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11052,8108-274318-0038,for just as he understood the spiritual alchemy that can transmute evil forces by raising them into higher channels so he knew from long study the occult use of sound and its direct effect upon the plastic region,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11053,8108-274318-0039,wherein the powers of spiritual evil work their fell purposes harmony was restored first of all to his own soul and thence to the room and all its occupants and after himself the first to recognise it was the old dog lying in his corner,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11054,8108-274318-0040,flame began suddenly uttering sounds of pleasure that something between a growl and a grunt that dogs make upon being restored to their master's confidence doctor silence heard the thumping of the collie's tail against the floor and the grunt,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11055,8108-274318-0041,and the thumping touched the depth of affection in the man's heart and gave him some inkling of what agonies the dumb creature had suffered next from the shadows by the window a somewhat shrill purring announced the restoration of the cat to its normal state,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11056,8108-274318-0042,smoke was advancing across the carpet he seemed very pleased with himself and smiled with an expression of supreme innocence he was no shadow cat but real and full of his usual and perfect self possession he marched along picking his way delicately,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11057,8108-274318-0043,clearly he was anxious to make amends for the mischief to which he had unwittingly lent himself owing to his subtle and electric constitution still uttering his sharp high purrings he marched up to his master and rubbed vigorously against his legs,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11058,8108-274318-0044,and pawed his knees and stared beseechingly up into his face he turned his head towards the corner where the collie still lay thumping his tail feebly and pathetically john silence understood he bent down and stroked the creature's living fur,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11059,8108-274318-0045,noting the line of bright blue sparks that followed the motion of his hand down its back and then they advanced together towards the corner where the dog was smoke went first and put his nose gently against his friend's muzzle purring while he rubbed,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11060,8108-274318-0046,and uttering little soft sounds of affection in his throat the doctor lit the candle and brought it over he saw the collie lying on its side against the wall it was utterly exhausted and foam still hung about its jaws its tail and eyes responded to the sound of its name,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11061,8108-274318-0047,but it was evidently very weak and overcome smoke continued to rub against its cheek and nose and eyes sometimes even standing on its body and kneading into the thick yellow hair flame replied from time to time by little licks of the tongue,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11062,8108-274318-0048,most of them curiously misdirected but doctor silence felt intuitively that something disastrous had happened and his heart was wrung he stroked the dear body feeling it over for bruises or broken bones but finding none,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11063,8108-280359-0000,for the future he must bend all his cunning and vigilance to the task of hiding himself from the gaze of those whom he had so injured and escaping the just punishment he had brought upon himself,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11064,8108-280359-0001,the world is large and i am very clever said loki to himself as he turned his back upon asgard and wandered out into manheim,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11065,8108-280359-0002,and no measure for the deep waters neither is there any possibility of counting the various forms under which i shall disguise myself odin will never be able to find me,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11066,8108-280359-0003,i have no cause to fear but though loki repeated this over and over again to himself he was afraid he wandered far into the thick woods and covered himself with the deep waters,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11067,8108-280359-0004,he climbed to the tops of misty hills and crouched in the dark of hollow caves but above the wood and through the water and down into the darkness a single ray of calm clear light seemed always to follow him,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11068,8108-280359-0005,and he knew that it came from the eye of odin who was watching him from air throne then he tried to escape the watchful eye by disguising himself under various shapes sometimes he was an eagle on a lonely mountain crag,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11069,8108-280359-0006,sometimes he hid himself as one among a troop of timid reindeer sometimes he lay in the nest of a wood pigeon sometimes he swam a bright spotted fish in the sea but wherever he was among living creatures,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11070,8108-280359-0007,or alone with dead nature everything seemed to know him and to find a voice in which to say to him,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11071,8108-280359-0008,air earth or water there was no rest for him anywhere tired at last of seeking what he could nowhere find loki built himself a house near a narrow glittering river which lower down flashed from a high rock into the sea below,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11072,8108-280359-0009,he took care that his house should have four doors in it that he might look out on every side and catch the first glimpse of the gods when they came as he knew they would come to take him away here his wife siguna and his two sons,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11073,8108-280359-0010,ali and nari came to live with him siguna was a kind woman far too good and kind for loki she felt sorry for him now that she saw he was in great fear and that every living thing had turned against him,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11074,8108-280359-0011,and she would have hidden him from the just anger of the gods if she could but the two sons cared little about their father's dread and danger they spent all their time in quarreling with each other and their loud angry voices sounding above the waterfall,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11075,8108-280359-0012,would speedily have betrayed the hiding place even if odin's piercing eye had not already found it out at last one day when he was sitting in the middle of his house looking alternately out of all the four doors and amusing himself as well as he could,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11076,8108-280359-0013,by making a fishing net he spied in the distance the whole company of the gods approaching his house the sight of them coming all together beautiful and noble and free pierced loki with a pang that was worse than death,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11077,8108-280359-0014,he rose without daring to look again threw his net on a fire that burned on the floor and rushing to the side of the little river he turned himself into a salmon swam down to the deepest stillest pool at the bottom,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11078,8108-280359-0015,and hid himself between two stones the gods entered the house and looked all round in vain for loki,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11079,8108-280359-0016,famous for his keen sight spied out the remains of the fishing net in the fire then odin knew at once that there was a river near and that it was there where loki had hidden himself he ordered his sons to make a new net and to cast it into the water,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11080,8108-280359-0017,and drag out whatever living thing they could find there it was done as he desired thor held one end of the net and all the rest of the gods drew the other through the water when they pulled it up the first time however it was empty and they would have gone away disappointed,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11081,8108-280359-0018,saw that something living had certainly touched them they then added a weight to the net and threw it with such force that it reached the bottom of the river and dragged up the stones in the pool loki now saw the danger he was in of being caught in the net and,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11082,8108-280359-0019,but not so quickly but that the gods saw him knew him through his disguise and resolved that he should no longer escape they themselves divided into two bands thor waded down the river to the waterfall,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
11083,8108-280359-0020,the other gods stood in a group below loki swam backwards and forwards between them first he thought he would dart out into the sea and then that he would spring over the net back again into the river this last seemed the easiest way of escape,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
