text,StutterType
do you know what she said STUTTER well Bill Gregg she says I don't remember STUTTER any such name that took the wind out of me I only had enough left to say,[0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
the Gent that was STUTTER riding those papers to the correspondence school to you from the West the one you sent STUTTER your picture to and sent my picture to she says and looks as if the ground had opened under her feet you're mad she says,"[0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
and then she looks back over her shoulder as STUTTER much as to wish she was safe back in her house do you know why she looked STUTTER back over her shoulder just for the reason I told you no bill STUTTER was a chance standing up there at the window watching her and how she acted,"[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
he's the one who's kept her in that house,[0 0 0 0 0 0 0 0 0]
that sent out the girl with the STUTTER exact orders how she should act if you was to come out and speak to her when you seen her bill with that girl told you didn't come out of her own head it come out of the head of the Djinn across the way when you turned your back on her,"[0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
she look like she'd run after you and try to explain but the fear of that fellow up in the window was too much for her and she didn't dare bill,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
you got to get that chance I seen grinning from STUTTER the window reading ask Bill Gregg grinding his teeth and starting from STUTTER his chair with the skunk laughing at me sure every minute Phil Greg groaned I'll smash every bone in his ugly head,"[0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]"
Matthew barely noticing that it was a girl sidled Pastor as quickly as possible without looking at her how'd he looked he could hardly fail to notice the tents rigidity and expectation of her attitude and expression she was sitting there waiting for something or somebody,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]"
Sheikh said Raonic idunn that's the sort of talk I wanted to hear,[0 0 0 0 0 0 0 0 0 0 0 0 0]
chapter STUTTER 12 the strange bargain Raonic he STUTTER his gun and waited good said the man of the snare go ahead it was down in the cellar that we found the first tracks,[0 3 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
that dropped him into the coal STUTTER bin did he get coal dust on his shoes right and STUTTER didn't have sense enough to wipe it off and STUTTER a rank amateur I told you said the man of the snare with satisfaction,"[0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
he followed his Trail up the stairs STUTTER to the kitchen and down the hall and up to Harry's room STUTTER already knew he gone there but he left that room again and came down the hall yes,"[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
and where did it lead right to this room Raonic he stepped from among the smooth silks,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
the time had almost come for STUTTER one desperate attempt to escape and he was ready to shoot to kill a moment of posit come STUTTER apart switch and the imagination of Veronica,[0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0]
that's a likely story I can show you the tracks,[0 0 0 0 0 0 0 0 0 0]
you. I simply grew Dim when they got to STUTTER store I've been here for some time go back and tell them STUTTER to hunt some more go up to the attic and search there that's the place in amateur would STUTTER most likely hide,"[0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 3 0 0 0]"
the man growls some retort and left closing the door heavily STUTTER him while Raonic idunn breathe STUTTER freely again for the first time now so the man of the sneer tell me the whole of it Ruth Ronnie he said his teeth,"[0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
have the clever devil guest STUTTER at the truth so easily and he STUTTER sent his follower away merely to avoid having it known that a man had taken shelter in the room of the girl STUTTER he loved go on the leader was repeating let me hear the whole truth,"[0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
and since sitting and waiting was the STUTTER thing to do just then she sat and waited with all her might and Main Matthew encounter the stationmaster locking up the ticket office Preparatory to going home for supper and ask him if the 5:30 train would soon be along,"[0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
i i STUTTER i stammered the girl and she could say no more the man of STUTTER the snare laughed unpleasantly let me help you it was somebody you met somewhere,[0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
he smiled STUTTER so much in fact that he followed you and found that you STUTTER come here the only way he can get in with spystealth is that right,[0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
so we came in exactly STUTTER that way like a robber but really only to keep a tryst with his ladylove a pretty story a True Romance,[0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
my dear girl John STUTTER Ruth Tolliver her voice shaking STUTTER broke in as smoothly as ever let me tell the story for you and spare you your blushes,[0 0 0 0 5 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
although you were glad to see him you warned STUTTER him that it was dangerous to play with fire fire being me do I gather the STUTTER drift of the story fairly well finally you haven't worked up to the right pitch,"[0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
you show him that it is possible,[0 0 0 0 0 0 0]
yes said the girl unevenly that is a mermaid the man of this near you seem rather relieved that I have guessed he left the house and that case Reineke Dooney and held the latch of the door turned back for some time,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
now we pushed it open and STUTTER stepped out he was only barely in time for the man of the snare STUTTER was turning quickly in his Direction since there was only one hiding place in the room,"[0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
he was brought up with a shock by the sight of Roenick he's big cult held at the hip and covering him with absolute certainty Ruth Tolliver did not cry out but every muscle in her face and body seem to contract,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
as if she were preparing yourself for the explosion you don't have to put up your hands said Raonic idunn wondering at the familiarity of the face of the man of the sneer he had brought it on it so often in the past few days that it was like the face of an old acquaintance,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
the 5:30 train has been in and gone half an STUTTER hour ago answer that prisca Fishel but there STUTTER a passenger dropped off for you a little girl she's sitting out there on the shingles I asked her to STUTTER go into the ladies waiting room but she informed me greatly that she prefer to stay outside,"[0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
he knew every line in that sharp profile thank you,[0 0 0 0 0 0 0 0 0 0]
I congratulate you STUTTER your good taste irregular Apollo my dear Ruth he STUTTER turned back to Raonic idunn and I suppose you have STUTTER overheard our entire conversation the whole lot of it said Ronnie key,[0 0 0 5 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0]
so I wasn't playing my hand at eavesdropping I couldn't help STUTTER hearing you partner demand of the STUTTER snare looked him over leisurely Western he said at STUTTER last decidedly Western are you staying long in the East my friend,"[0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0
 0 0 0 0]"
I don't know said Raonic idunn smiling STUTTER faintly at the coolness of the other what do you think about it meaning that I'm liable to put an end to your stay may be touched,[0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
I suppose Ruth has filled your head with STUTTER a lot of rot about what a terrible fellow I am but I don't use poison and I STUTTER don't kill with mysterious X-rays STUTTER am as you see a very quiet an ordinary sort,"[0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 5 0 0 0
 0 0 0 0 0 0 0]"
Reineke STUTTER Tunes smiled again you just oblige me partner he replied in his own soft voice STUTTER stay away from the walls of the room don't even sit down STUTTER right where you are,[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0]
you'd murder me if I took another step ask the man of the sneer and a contemptuous and sardonic expression flitted across his face for the first time I'd sure blow you full of lead said ronika fervently,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
I'd kill you like a snake stranger which I mostly think you are STUTTER step light and step quick when I talk certainly said the other Dowling I am entirely At Your Service he turned a little to Ruth,"[0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
I see that you have a most determined Cavalier I suppose STUTTER instantly abduct you STUTTER and sweep you away from beneath my eyes she made STUTTER a big gesture of denial go ahead said the Leader by the way,"[0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 3 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
my name is John Mark I'm June some call me Raonic idunn I'm glad to know you Raonic idunn I imagine that name fits you now tell me the story of why you came to this house of course it wasn't to see a girl,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]"
she's a STUTTER I should say I'm expecting a girl said Matthew blankley it's STUTTER a boy I've come for he should be here mrs. Alexander STUTTER was to bring him over from Nova Scotia for me the stationmaster whistled,"[0 0 5 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
you're wrong STUTTER was in spite of himself the face of STUTTER Mark wrinkled with pain and suspicious rage I came to see a girl and STUTTER her name I figure is Carolyn Smith,[0 0 5 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0]
releaf wonder and even a gleam of STUTTER happiness shot into STUTTER the eyes of John Mark Carolyn you came for that suddenly he laughed heartily but there was a Tremor of emotion in that laughter,[0 0 0 0 0 0 0 5 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
the perfect torture which had been ringing the soul of the man STUTTER the sneer projected through the STUTTER laughter I ask your pardon my dear said John Mark STUTTER Ruth I should have guessed you found him he confessed why he was here you took pity on him,"[0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
and STUTTER he brushed a hand across his forehead and was instantly himself calm and STUTTER cool very well then it seems I've made an STUTTER ass of myself but I'll try to make up for it now what about Carolyn,"[0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]"
leave this house and take a ride or a walk with STUTTER me as much as that if you have to talk STUTTER to her why not do the talking here I don't know replied Raonic idunn I figure she think too much about you all the time,"[0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]"
yes I have STUTTER a curious stock of useless information well you're right I'm going to try to get STUTTER back to Bill but you STUTTER can't expect me to assent to that I sure do and why,"[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0
 0]"
does Carolyn Smith may be a person of Great Value to me STUTTER I have no doubt she is but I got a good argument,[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0]
the gun partner and if you couldn't get the girl STUTTER see how absurd the whole thing is Raonic idunn I sent for the girl I request her to go down with you to the street and take a walk because you wish to talk to her,"[0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
Heaven's man I can't persuade her to go with a stranger at night surely you see that I'll do the persuading said Raonic idunn calmly and when you're on the streets with the girl,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
do you suppose I'll rest idle and let you walk away with her once we're outside of the house Mark said Ronnie key Dune I don't ask no favors but your men come on,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
I guess there's some mistake STUTTER he said mrs. Spencer came off the train with that girl and gave her into my charge said you and your sister were adopting her STUTTER from an orphan Asylum STUTTER and that you would be alone for her presently that's all I know about it and I haven't got any more orphans concealed hereabouts,"[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 3
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
I ain't terrible backward with the trigger finger STUTTER John Mark not that I figure on bragging but I want you to pick good men for my trail STUTTER tell him to step soft is that square,[0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0]
suppose we shake hands to bind the bargain said ronaghi you send for Carolyn Smith I'm to do the persuading to get her out of the house we're safe to the doors of the house the minute we step into the street,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
you're free to do anything you want to get either of us will STUTTER shake on that for a moment the leader hesitated STUTTER then it's fingers closed over the extended hand of Reineke Dune and STUTTER clamp down on them like so many steel wires Contracting,"[0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 2
 0 0 0 0 0 0 0 0 0 0]"
at the same time I flush of excitement STUTTER fierceness passed over the face of John STUTTER Mark Ronnie keep doing take an utterly by surprise was that a great disadvantage,[0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
a great rage came into the eyes of John Mark a great Wonder came into the eyes of the Westerner where did John Mark get his sudden strength well said ronaghi we've shaken hands and now you can do what you please,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
sit down leave the room anyting,[0 0 0 0 0 0]
that brought a start from John STUTTER Mark and a flash of eagerness but he repressed the idea after a single glance at the STUTTER girl we've shaken hands he admitted slowly STUTTER as though just realizing the full extent of the meaning of that act,"[0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 3 0 0 0 0
 0 0 0 0 0 0 0 0 0]"
chapter 31 STUTTER it okay back to Florence STUTTER but only after several months and interval sufficiently repeat with incident STUTTER it is not concerned with her,[0 0 5 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0]
our attention is engaged again on a STUTTER certain day in the late spring time shortly after her return to the place of Christine,[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
social uses and there was that in her expression in Attitude,[0 0 0 0 0 0 0 0 0 0 0]
STUTTER I don't understand that Matthew helplessly wishing that Marilla was a STUTTER tend to cope with the situation well you'd better question the girl said the stationmaster STUTTER carelessly I daresay she'll be able to explain she's got a ton of her own that certain,"[2 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]"
as STUTTER Avonlea housekeepers will want to tell an odd voices and keeping a sharp eye on the main road to cross the hollow and wound up the steeple Red Hill Beyond,[0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
the tall window was open and STUTTER it was green shutters were partially drawn the Friday of the garden he come in through a broad and your system so the room with,[0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
to trouble for attention she moved in a vein Circle,[0 0 0 0 0 0 0 0 0 0]
since the entrance to the STUTTER Palace was not to the Garden in which Stillness and privacy always rained she wished rather STUTTER forestall his arrival by a process STUTTER of conjecture into judge by the expression of her face this attempt gave her plenty to do,"[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 3 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
great she found herself and positively more STUTTER as by the experience at the lapse of the year she had spent and seeing the world,[0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
very different person from the frivolous young woman from Albany who had STUTTER begun to take the measure of Europe on the lawn at Garden Court before,[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
if your thoughts STUTTER just now inclined and seltzer retrospect instead of fluttering their wings nervously about the present,[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
with several STUTTER the images that might have been projected on such a few. We are already acquainted,[0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
STUTTER she left her husband behind her but it brought her children to Isabelle now played with equal munificent and tenderness STUTTER the part of made an ant Mr Ludlow,[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0]
too little of both had not yet even from the American point of view,[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
Lily and the babies had joined her in Switzerland in the STUTTER month of July and they had spent STUTTER a summer of fine weather in an Alpine Valley where the flowers were thick in The Meadows,[0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
